,Rewards,Episode Time
0,-3916,1.915315866470337
1,-50,0.0630483627319336
2,-59,0.097679853439331
3,-3937,1.7962520122528076
4,-3937,1.835726261138916
5,-3937,1.8220643997192385
6,32,0.0419614315032959
7,-148,0.1417076587677002
8,-171,0.1802387237548828
9,25,0.0424556732177734
10,-3916,2.015195846557617
11,-49,0.0622968673706054
12,-91,0.1312036514282226
13,-282,0.1939260959625244
14,-220,0.1789870262145996
15,-44,0.0699522495269775
16,-144,0.1381840705871582
17,-129,0.1211390495300293
18,-139,0.1512167453765869
19,-33,0.0660367012023925
20,-664,0.3946778774261474
21,19,0.0282301902770996
22,-3916,1.8073272705078125
23,-3916,2.882064819335937
24,-3937,3.4138293266296387
25,-13,0.090951919555664
26,-183,0.2820234298706054
27,-3916,3.742484331130981
28,-286,0.415494441986084
29,-372,0.4124653339385986
30,-238,0.2944350242614746
31,-257,0.293147325515747
32,-86,0.1842756271362304
33,-119,0.1680638790130615
34,-121,0.2249054908752441
35,-33,0.1327722072601318
36,-169,0.3149526119232178
37,-3937,4.082267284393311
38,-136,0.2314331531524658
39,-15,0.1040635108947753
40,-3937,3.930395364761353
41,-67,0.143639326095581
42,46,0.0631256103515625
43,0,0.1018116474151611
44,-6,0.1047108173370361
45,-23,0.1160855293273925
46,-46,0.1630439758300781
47,-3937,3.7515499591827393
48,-3937,3.6217257976531982
49,-129,0.1745259761810302
50,-3937,3.49229383468628
51,11,0.0785412788391113
52,-83,0.1885488033294677
53,-206,0.3039407730102539
54,38,0.0796041488647461
55,-407,0.4859020709991455
56,-57,0.1636533737182617
57,-34,0.1015832424163818
58,16,0.1059818267822265
59,46,0.0447168350219726
60,-13,0.1345381736755371
61,-89,0.1766653060913086
62,21,0.0743408203125
63,23,0.0585575103759765
64,-3916,3.957179307937622
65,-69,0.1547980308532714
66,8,0.0899863243103027
67,49,0.0661494731903076
68,-28,0.1302270889282226
69,-3937,3.909003496170044
70,60,0.0270173549652099
71,22,0.0599362850189209
72,64,0.0494234561920166
73,-20,0.1194455623626709
74,19,0.0770990848541259
75,21,0.0719835758209228
76,28,0.0664215087890625
77,9,0.0876362323760986
78,-3937,3.855785846710205
79,24,0.0627429485321044
80,-38,0.1402716636657714
81,-73,0.1883778572082519
82,38,0.0561325550079345
83,45,0.043658971786499
84,-3937,4.357748746871948
85,26,0.0706450939178466
86,12,0.0997223854064941
87,0,0.0925493240356445
88,-11,0.1362648010253906
89,45,0.0464527606964111
90,65,0.0466828346252441
91,-3937,3.8138256072998047
92,72,0.0162835121154785
93,38,0.0556955337524414
94,-3916,3.837639570236206
95,59,0.0651600360870361
96,41,0.0516357421875
97,-3937,3.6690402030944815
98,-3937,3.857403039932251
99,-3937,3.570683717727661
100,24,0.0659077167510986
101,30,0.063718557357788
102,42,0.049079418182373
103,48,0.0659487247467041
104,4,0.0859453678131103
105,40,0.0524673461914062
106,76,0.0110003948211669
107,32,0.0632188320159912
108,-3916,3.8161427974700928
109,34,0.0483074188232421
110,70,0.0415844917297363
111,-22,0.1366994380950927
112,52,0.0381491184234619
113,-24,0.1217107772827148
114,-3937,3.4385697841644287
115,-3916,3.5774831771850586
116,34,0.0601680278778076
117,60,0.0282857418060302
118,-3937,3.880535125732422
119,-3937,3.826382160186768
120,-3916,3.927910804748535
121,66,0.0159714221954345
122,35,0.0781621932983398
123,51,0.0399527549743652
124,56,0.0334360599517822
125,-3937,4.310026407241821
126,58,0.0329842567443847
127,70,0.016228437423706
128,24,0.055880069732666
129,-3937,4.131174564361572
130,-3937,3.852020978927612
131,-3937,4.151118040084839
132,-23,0.1230382919311523
133,16,0.069298505783081
134,-3937,4.182568073272705
135,34,0.053229808807373
136,-15,0.1180717945098877
137,12,0.0825405120849609
138,53,0.0396955013275146
139,56,0.0355720520019531
140,92,0.0158948898315429
141,38,0.0591876506805419
142,-3916,3.731537103652954
143,47,0.030738353729248
144,33,0.0619668960571289
145,63,0.0537145137786865
146,-3937,3.677814960479736
147,-3937,3.9802846908569336
148,-3937,3.973124027252197
149,66,0.0192170143127441
150,-3937,3.545828104019165
151,-3916,3.518876791000366
152,58,0.0332827568054199
153,-3937,4.100058078765869
154,-3937,3.800774812698364
155,53,0.0273776054382324
156,64,0.0507535934448242
157,48,0.0442349910736084
158,55,0.0335605144500732
159,-3916,3.855572462081909
160,62,0.0268633365631103
161,-3937,3.91882848739624
162,40,0.0528197288513183
163,-3937,3.687701463699341
164,-3937,4.378485679626465
165,-3937,3.863200426101685
166,33,0.0627903938293457
167,-3937,4.087405920028687
168,59,0.0322160720825195
169,40,0.0522592067718505
170,82,0.025545597076416
